mode,n,mean_dsc,new_s,official_s,speedup,gate
lung_vessels,10,0.999978673977265,189.8,520.9,2.75,PASS
lung_vessels_LEGACY,10,0.9998894502725417,191.2,802.6,4.2,PASS
